,지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명,비쌈
1256,경기도 고양덕양구 성사동,407-9,407,9,동원(407-9),49.32,201910,1,21290,4,1988,고양대로1407번길 25,True
1325,경기도 고양덕양구 주교동,609-2,609,2,우분투포레스트,39.423,201910,3,21700,10,2019,호국로777번길 11,True
1339,경기도 고양덕양구 토당동,Feb-99,99,2,장미APT,40.68,201910,7,26000,4,1988,지도로103번길 17,True
1340,경기도 고양덕양구 토당동,Feb-99,99,2,장미APT,40.68,201910,18,25500,4,1988,지도로103번길 17,True
1370,경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201910,11,20850,13,1996,충장로 118-30,True
1371,경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201910,17,21700,19,1996,충장로 118-30,True
1391,경기도 고양덕양구 행신동,785,785,0,소만마을(성원)6,49.77,201910,28,21500,10,1995,소원로 157,True
1421,경기도 고양덕양구 행신동,953,953,0,햇빛주공23,49.96,201910,24,20300,2,1996,화신로 105,True
1491,경기도 고양일산동구 마두동,789,789,0,강촌마을(라이프),47.55,201910,19,25900,11,1992,강석로 110,True
1815,경기도 고양일산서구 일산동,1086,1086,0,후곡마을(동아16),48.84,201910,25,21500,8,1995,강선로 141,True
1855,경기도 고양일산서구 주엽동,90,90,0,강선마을(동성),48.75,201910,9,25700,5,1994,호수로 710-1,True
1881,경기도 고양일산서구 주엽동,133,133,0,문촌마을(세경14),49.68,201910,7,25000,6,1999,킨텍스로 300,True
2073,경기도 광명시 광명동,732,732,0,중앙하이츠1,48.69,201910,19,22400,13,1993,도덕로 56,True
2128,경기도 광명시 철산동,625,625,0,도덕파크타운2단지,49.97,201910,5,38200,7,2001,가림일로 101,True
2129,경기도 광명시 철산동,625,625,0,도덕파크타운2단지,39.65,201910,8,28500,4,2001,가림일로 101,True
2130,경기도 광명시 철산동,625,625,0,도덕파크타운2단지,39.65,201910,11,28300,21,2001,가림일로 101,True
2131,경기도 광명시 철산동,625,625,0,도덕파크타운2단지,39.65,201910,22,29000,7,2001,가림일로 101,True
2132,경기도 광명시 철산동,625,625,0,도덕파크타운2단지,49.97,201910,26,38900,9,2001,가림일로 101,True
2133,경기도 광명시 철산동,625,625,0,도덕파크타운2단지,39.65,201910,26,28000,25,2001,가림일로 101,True
2134,경기도 광명시 철산동,625,625,0,도덕파크타운2단지,39.65,201910,29,30500,7,2001,가림일로 101,True
2135,경기도 광명시 철산동,625,625,0,도덕파크타운2단지,49.98,201910,30,40000,11,2001,가림일로 101,True
2136,경기도 광명시 철산동,625,625,0,도덕파크타운2단지,39.65,201910,30,28700,6,2001,가림일로 101,True
2146,경기도 광명시 철산동,105,105,0,저층주공10,47.25,201910,4,57800,4,1985,가마산로 11,True
2147,경기도 광명시 철산동,105,105,0,저층주공11,38.52,201910,7,48000,5,1985,가마산로 29,True
2157,경기도 광명시 철산동,626-1,626,1,철산리버빌 주공아파트,49.61,201910,8,32800,19,2001,안양천로502번길 12,True
2158,경기도 광명시 철산동,626-1,626,1,철산리버빌 주공아파트,49.61,201910,11,31500,14,2001,안양천로502번길 12,True
2170,경기도 광명시 하안동,682,682,0,주공1,41.3,201910,7,28000,5,1989,안현로 15,True
2171,경기도 광명시 하안동,682,682,0,주공1,36.34,201910,10,23300,2,1989,안현로 15,True
2172,경기도 광명시 하안동,682,682,0,주공1,49.94,201910,10,35500,8,1989,안현로 15,True
2173,경기도 광명시 하안동,682,682,0,주공1,41.3,201910,12,27300,15,1989,안현로 15,True
2174,경기도 광명시 하안동,682,682,0,주공1,41.3,201910,16,26700,7,1989,안현로 15,True
2175,경기도 광명시 하안동,30,30,0,주공10,45.77,201910,1,26000,3,1990,하안로 320,True
2176,경기도 광명시 하안동,30,30,0,주공10,45.55,201910,2,25000,1,1990,하안로 320,True
2178,경기도 광명시 하안동,30,30,0,주공10,45.77,201910,14,28600,14,1990,하안로 320,True
2181,경기도 광명시 하안동,27,27,0,주공11,49.94,201910,15,37900,8,1990,하안로 318,True
2182,경기도 광명시 하안동,27,27,0,주공11,41.3,201910,21,30500,15,1990,하안로 318,True
2183,경기도 광명시 하안동,27,27,0,주공11,36.16,201910,31,27700,5,1990,하안로 318,True
2187,경기도 광명시 하안동,110,110,0,주공12,44.89,201910,14,31500,13,1990,하안로 284,True
2188,경기도 광명시 하안동,681,681,0,주공2,45.77,201910,10,27500,15,1989,안현로 35,True
2189,경기도 광명시 하안동,650,650,0,주공3,49.94,201910,4,36000,5,1989,안현로 34,True
2190,경기도 광명시 하안동,650,650,0,주공3,36.34,201910,19,24900,15,1989,안현로 34,True
2191,경기도 광명시 하안동,650,650,0,주공3,36.16,201910,21,26800,13,1989,안현로 34,True
2192,경기도 광명시 하안동,650,650,0,주공3,49.94,201910,30,34300,4,1989,안현로 34,True
2193,경기도 광명시 하안동,651,651,0,주공4,45.9,201910,1,26000,15,1989,안현로 36,True
2194,경기도 광명시 하안동,651,651,0,주공4,45.77,201910,1,29000,11,1989,안현로 36,True
2195,경기도 광명시 하안동,651,651,0,주공4,45.77,201910,2,29500,14,1989,안현로 36,True
2196,경기도 광명시 하안동,651,651,0,주공4,45.9,201910,7,26800,4,1989,안현로 36,True
2197,경기도 광명시 하안동,651,651,0,주공4,45.9,201910,14,28200,5,1989,안현로 36,True
2199,경기도 광명시 하안동,651,651,0,주공4,45.55,201910,15,26700,10,1989,안현로 36,True
2204,경기도 광명시 하안동,296,296,0,주공6,41.3,201910,11,25000,15,1990,금당로 11,True
2205,경기도 광명시 하안동,296,296,0,주공6,41.3,201910,18,27400,2,1990,금당로 11,True
2206,경기도 광명시 하안동,296,296,0,주공6,49.94,201910,29,38000,9,1990,금당로 11,True
2208,경기도 광명시 하안동,295,295,0,주공7,45.77,201910,8,30000,6,1990,금당로 13,True
2212,경기도 광명시 하안동,13,13,0,주공9,45.77,201910,10,29000,12,1990,하안로 364,True
2213,경기도 광명시 하안동,13,13,0,주공9,45.77,201910,19,28900,7,1990,하안로 364,True
2214,경기도 광명시 하안동,13,13,0,주공9,45.77,201910,22,27600,15,1990,하안로 364,True
2215,경기도 광명시 하안동,13,13,0,주공9,45.77,201910,24,28500,7,1990,하안로 364,True
2532,경기도 구리시 인창동,651-27,651,27,원일아름,41.7,201910,9,23500,12,1998,동구릉로85번길 17,True
2536,경기도 구리시 인창동,663-1,663,1,주공1,37.67,201910,1,27000,12,1996,건원대로 92,True
2540,경기도 구리시 인창동,663-1,663,1,주공1,37.67,201910,11,28500,10,1996,건원대로 92,True
2544,경기도 구리시 인창동,664-1,664,1,주공2,39.86,201910,4,26300,5,1997,건원대로76번길 39,True
2545,경기도 구리시 인창동,664-1,664,1,주공2,49.95,201910,9,30900,9,1997,건원대로76번길 39,True
2548,경기도 구리시 인창동,664-1,664,1,주공2,49.95,201910,25,27600,1,1997,건원대로76번길 39,True
2552,경기도 구리시 인창동,666-1,666,1,주공4-1,37.67,201910,23,26000,4,1996,건원대로76번길 134,True
2557,경기도 구리시 인창동,668-1,668,1,주공6,39.87,201910,12,30700,16,1996,건원대로34번길 77,True
2561,경기도 구리시 인창동,668-1,668,1,주공6,39.87,201910,28,26300,1,1996,건원대로34번길 77,True
2562,경기도 구리시 인창동,297-2,297,2,충효,45.53,201910,8,38000,4,1989,경춘로227번길 45,True
2563,경기도 구리시 인창동,297-2,297,2,충효,45.53,201910,13,42000,3,1989,경춘로227번길 45,True
2618,경기도 군포시 금정동,872,872,0,충무주공(872),44.06,201910,3,22800,6,1992,산본로 299,True
2619,경기도 군포시 금정동,872,872,0,충무주공(872),42.75,201910,5,20500,18,1992,산본로 299,True
2626,경기도 군포시 금정동,872,872,0,충무주공(872),42.75,201910,26,21000,11,1992,산본로 299,True
2628,경기도 군포시 금정동,873-2,873,2,충무주공(873-2),41.4,201910,4,20500,16,1993,산본로 299,True
2651,경기도 군포시 당동,874,874,0,주공2단지(874),49.59,201910,9,21300,10,1997,용호2로 11,True
2653,경기도 군포시 당동,874,874,0,주공2단지(874),49.59,201910,11,20500,15,1997,용호2로 11,True
2740,경기도 군포시 산본동,1055,1055,0,매화,49.69,201910,9,22800,4,1995,곡란로 26,True
2755,경기도 군포시 산본동,Aug-71,71,8,상남,38.7,201910,8,25900,4,1987,금산로110번길 35,True
2756,경기도 군포시 산본동,Aug-71,71,8,상남,46.71,201910,22,27800,1,1987,금산로110번길 35,True
2762,경기도 군포시 산본동,1151-9,1151,9,설악2,49.89,201910,16,21000,14,1996,수리산로 102,True
2764,경기도 군포시 산본동,1151-9,1151,9,설악2,49.89,201910,17,21000,11,1996,수리산로 102,True
2766,경기도 군포시 산본동,1151-9,1151,9,설악2,49.89,201910,21,22000,17,1996,수리산로 102,True
2782,경기도 군포시 산본동,1052,1052,0,주공11,41.3,201910,21,23500,8,1991,산본천로 119-9,True
2789,경기도 군포시 산본동,1120,1120,0,주몽2-10,49.67,201910,8,25500,5,1996,광정로 122,True
2790,경기도 군포시 산본동,1120,1120,0,주몽2-10,49.69,201910,15,24500,14,1996,광정로 122,True
2791,경기도 군포시 산본동,1120,1120,0,주몽2-10,49.67,201910,28,29000,19,1996,광정로 122,True
2794,경기도 군포시 산본동,1156-1,1156,1,한라주공4,41.85,201910,5,20050,8,1992,번영로 380,True
2796,경기도 군포시 산본동,1156-1,1156,1,한라주공4,41.85,201910,9,21000,3,1992,번영로 380,True
2803,경기도 군포시 산본동,1156-1,1156,1,한라주공4,41.85,201910,26,20900,11,1992,번영로 380,True
4033,경기도 부천시 괴안동,202-3,202,3,성우2차,48.465,201910,22,28500,2,1985,경인로577번가길 73,True
4070,경기도 부천시 범박동,154-2,154,2,부천 범박 힐스테이트1단지,39.69,201910,14,23900,19,2004,범안로 81,True
4147,경기도 부천시 상동,399,399,0,반달마을(극동신라),41.44,201910,17,20300,7,1994,상일로 72,True
4208,경기도 부천시 상동,394,394,0,한아름마을(한국),48.18,201910,4,20500,4,1996,부흥로 102,True
4286,경기도 부천시 송내동,336-7,336,7,대보,32.22,201910,16,20500,1,1988,송내대로42번길 80,True
4470,경기도 부천시 원종동,129-52,129,52,원종주공,39.66,201910,3,24000,1,1988,소사로807번길 54,True
4471,경기도 부천시 원종동,129-52,129,52,원종주공,39.27,201910,6,24200,2,1988,소사로807번길 54,True
4472,경기도 부천시 원종동,129-52,129,52,원종주공,39.66,201910,9,23800,5,1988,소사로807번길 54,True
4473,경기도 부천시 원종동,129-52,129,52,원종주공,39.27,201910,16,24000,3,1988,소사로807번길 54,True
4474,경기도 부천시 원종동,129-52,129,52,원종주공,46.65,201910,21,29800,3,1988,소사로807번길 54,True
4489,경기도 부천시 중동,1029,1029,0,금강마을(주공),41.85,201910,12,24000,5,1994,계남로 126,True
4491,경기도 부천시 중동,1029,1029,0,금강마을(주공),42.75,201910,17,24800,19,1994,계남로 106,True
4492,경기도 부천시 중동,1029,1029,0,금강마을(주공),41.85,201910,17,22000,14,1994,계남로 126,True
4493,경기도 부천시 중동,1029,1029,0,금강마을(주공),41.85,201910,24,21000,11,1994,계남로 106,True
4494,경기도 부천시 중동,1029,1029,0,금강마을(주공),41.85,201910,26,22150,14,1994,계남로 126,True
4506,경기도 부천시 중동,1041,1041,0,덕유마을(주공2),39.9,201910,9,20500,14,1996,도약로 146,True
4511,경기도 부천시 중동,1040,1040,0,덕유마을(주공3),47.4,201910,17,23000,3,1996,중동로 327,True
4543,경기도 부천시 중동,1178,1178,0,미리내마을(우성),42.51,201910,26,22000,7,1993,소향로 206,True
4544,경기도 부천시 중동,1179,1179,0,미리내마을(한신),41.85,201910,1,21500,14,1994,조마루로285번길 47,True
4556,경기도 부천시 중동,1051,1051,0,설악마을(주공),49.8,201910,1,22000,1,1993,계남로 195,True
4557,경기도 부천시 중동,1051,1051,0,설악마을(주공),49.8,201910,3,21600,2,1993,계남로 195,True
4558,경기도 부천시 중동,1051,1051,0,설악마을(주공),49.8,201910,14,22000,15,1993,계남로 195,True
4560,경기도 부천시 중동,1051,1051,0,설악마을(주공),49.8,201910,15,24000,10,1993,계남로 195,True
4561,경기도 부천시 중동,1051,1051,0,설악마을(주공),49.8,201910,16,24000,3,1993,계남로 195,True
4562,경기도 부천시 중동,1051,1051,0,설악마을(주공),49.8,201910,19,23750,11,1993,계남로 195,True
4563,경기도 부천시 중동,1051,1051,0,설악마을(주공),49.8,201910,24,23700,12,1993,계남로 195,True
4581,경기도 부천시 중동,1038,1038,0,은하마을(주공2),47.4,201910,15,28400,8,1995,계남로 144,True
4592,경기도 부천시 중동,1052,1052,0,중흥마을(주공),39.87,201910,17,20800,20,1995,계남로 196,True
4638,경기도 성남분당구 구미동,88,88,0,까치마을(2단지)(주공),49.67,201910,9,55000,12,1995,미금일로 22,True
4639,경기도 성남분당구 구미동,88,88,0,까치마을(2단지)(주공),49.67,201910,30,45000,8,1995,미금일로 22,True
4651,경기도 성남분당구 구미동,212,212,0,무지개(12단지)(주공뜨란체),49.67,201910,14,34500,18,1995,미금로22번길 10,True
4654,경기도 성남분당구 구미동,211,211,0,무지개(1단지)(대림),47.52,201910,10,40500,12,1995,미금로 23,True
4662,경기도 성남분당구 구미동,220,220,0,무지개(4단지)(주공),49.67,201910,3,40000,25,1995,미금로 66,True
4669,경기도 성남분당구 구미동,110,110,0,하얀마을(5단지)(주공),39.01,201910,3,38000,15,1995,미금일로 21,True
4670,경기도 성남분당구 구미동,110,110,0,하얀마을(5단지)(주공),39.01,201910,9,39000,14,1995,미금일로 21,True
4671,경기도 성남분당구 구미동,110,110,0,하얀마을(5단지)(주공),38.07,201910,10,39000,7,1995,미금일로 21,True
4672,경기도 성남분당구 구미동,110,110,0,하얀마을(5단지)(주공),39.01,201910,17,36800,3,1995,미금일로 21,True
4687,경기도 성남분당구 금곡동,180,180,0,청솔마을(유천),40.5,201910,21,46000,11,1995,정자일로 46,True
4688,경기도 성남분당구 금곡동,133,133,0,청솔마을(주공9단지),42.84,201910,4,44000,1,1995,미금로 216,True
4755,경기도 성남분당구 서현동,91,91,0,시범한양,35.1,201910,9,45500,10,1991,중앙공원로 17,True
4757,경기도 성남분당구 서현동,91,91,0,시범한양,35.1,201910,15,48000,3,1991,중앙공원로 17,True
4758,경기도 성남분당구 서현동,91,91,0,시범한양,35.1,201910,16,47200,5,1991,중앙공원로 17,True
4759,경기도 성남분당구 서현동,91,91,0,시범한양,35.1,201910,19,45200,13,1991,중앙공원로 17,True
4760,경기도 성남분당구 서현동,91,91,0,시범한양,28.71,201910,24,37000,2,1991,중앙공원로 17,True
4774,경기도 성남분당구 서현동,301,301,0,효자촌(삼환),46.065,201910,5,47000,10,1992,불정로 361,True
4782,경기도 성남분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),42.56,201910,3,49800,3,1992,내정로165번길 35,True
4783,경기도 성남분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,201910,4,41800,5,1992,내정로165번길 35,True
4784,경기도 성남분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),42.56,201910,4,51500,5,1992,내정로165번길 35,True
4785,경기도 성남분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,201910,5,44000,11,1992,내정로165번길 35,True
4786,경기도 성남분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,201910,10,43000,7,1992,내정로165번길 35,True
4821,경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),41.85,201910,7,36400,6,1993,양현로 507,True
4822,경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),41.85,201910,8,35500,3,1993,양현로 507,True
4823,경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),41.85,201910,9,36000,3,1993,양현로 537,True
4824,경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),38.34,201910,14,37000,3,1993,양현로 537,True
4825,경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),46.2,201910,15,41600,1,1993,양현로 537,True
4826,경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),41.85,201910,18,35000,1,1993,양현로 507,True
4827,경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),41.85,201910,19,35300,9,1993,양현로 537,True
4828,경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),49.77,201910,19,48800,7,1993,양현로 507,True
4829,경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),41.85,201910,24,45000,6,1993,양현로 507,True
4830,경기도 성남분당구 야탑동,211,211,0,매화마을(주공4),41.85,201910,10,33800,2,1993,장미로 193,True
4831,경기도 성남분당구 야탑동,211,211,0,매화마을(주공4),35.28,201910,21,33250,3,1993,장미로 193,True
4832,경기도 성남분당구 야탑동,211,211,0,매화마을(주공4),41.85,201910,29,34800,6,1993,장미로 193,True
4858,경기도 성남분당구 야탑동,334,334,0,장미마을(현대),41.76,201910,9,42000,5,1993,장미로 101,True
4859,경기도 성남분당구 야탑동,334,334,0,장미마을(현대),41.76,201910,10,41600,7,1993,장미로 101,True
4880,경기도 성남분당구 야탑동,518,518,0,탑마을(주공),35.28,201910,3,32000,1,1993,매화로 12,True
4881,경기도 성남분당구 야탑동,518,518,0,탑마을(주공),35.28,201910,14,36300,5,1993,매화로 12,True
4907,경기도 성남분당구 이매동,142,142,0,아름마을(선경),41.76,201910,9,56000,3,1993,이매로 11,True
4956,경기도 성남분당구 정자동,198,198,0,정든마을(2단지)(동아),48.84,201910,1,50000,11,1995,불정로 179,True
4957,경기도 성남분당구 정자동,198,198,0,정든마을(2단지)(동아),48.84,201910,1,47900,4,1995,불정로 179,True
4958,경기도 성남분당구 정자동,198,198,0,정든마을(2단지)(동아),48.84,201910,23,50250,5,1995,불정로 179,True
4959,경기도 성남분당구 정자동,198,198,0,정든마을(6단지)(우성),48.84,201910,5,47800,12,1994,불정로 195,True
4960,경기도 성남분당구 정자동,198,198,0,정든마을(6단지)(우성),48.84,201910,5,50000,12,1994,불정로 195,True
4961,경기도 성남분당구 정자동,198,198,0,정든마을(6단지)(우성),48.84,201910,7,47900,10,1994,불정로 195,True
4965,경기도 성남분당구 정자동,110,110,0,한솔마을(1단지)(청구),49.35,201910,9,52000,5,1994,불정로 219,True
4967,경기도 성남분당구 정자동,110,110,0,한솔마을(1단지)(청구),49.35,201910,29,52000,5,1994,불정로 219,True
4968,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),42.75,201910,3,50000,24,1994,백현로 206,True
4969,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),41.85,201910,4,45500,7,1994,백현로 206,True
4970,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),35.28,201910,7,42200,5,1994,백현로 206,True
4971,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),41.85,201910,8,40000,7,1994,백현로 206,True
4972,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),35.28,201910,15,39600,10,1994,백현로 206,True
4973,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),41.85,201910,19,46800,4,1994,백현로 206,True
4974,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),35.28,201910,19,40000,4,1994,백현로 206,True
4975,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),42.75,201910,24,50000,20,1994,백현로 206,True
4976,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),41.85,201910,25,40800,1,1994,백현로 206,True
4977,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),35.28,201910,29,39700,13,1994,백현로 206,True
4978,경기도 성남분당구 정자동,102,102,0,한솔마을(4단지)(주공),42.75,201910,30,47000,8,1994,백현로 206,True
4979,경기도 성남분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,201910,2,43500,4,1994,정자로 115,True
4982,경기도 성남분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,201910,9,46500,16,1994,정자로 115,True
4983,경기도 성남분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,201910,16,49500,24,1994,정자로 115,True
4985,경기도 성남분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,201910,20,52000,23,1994,정자로 115,True
4987,경기도 성남분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,201910,24,51000,20,1994,정자로 115,True
4990,경기도 성남분당구 정자동,117,117,0,한솔마을(6단지)(주공),37.67,201910,5,43300,5,1995,내정로 54,True
4991,경기도 성남분당구 정자동,117,117,0,한솔마을(6단지)(주공),37.67,201910,7,40900,2,1995,내정로 54,True
4992,경기도 성남분당구 정자동,117,117,0,한솔마을(6단지)(주공),37.67,201910,25,45000,4,1995,내정로 54,True
5143,경기도 성남중원구 금광동,3950,3950,0,삼익금광1차,34.05,201910,7,23500,11,1991,자혜로16번길 9,True
5144,경기도 성남중원구 금광동,3950,3950,0,삼익금광1차,44.01,201910,18,31850,10,1991,자혜로16번길 9,True
5147,경기도 성남중원구 금광동,Jan-50,2450,1,황송마을(삼익금광2차),49.98,201910,5,28200,1,1993,황송로 6,True
5148,경기도 성남중원구 금광동,Jan-50,2450,1,황송마을(삼익금광2차),49.98,201910,5,29500,10,1993,황송로 6,True
5149,경기도 성남중원구 금광동,Jan-50,2450,1,황송마을(삼익금광2차),49.98,201910,26,30200,3,1993,황송로 6,True
5159,경기도 성남중원구 상대원동,179,179,0,궁전,40.14,201910,7,22000,2,1987,순환로 188,True
5160,경기도 성남중원구 상대원동,179,179,0,궁전,40.14,201910,8,22000,2,1987,순환로 188,True
5164,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,2,30000,13,1994,금상로 134,True
5165,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,3,29100,12,1994,금상로 134,True
5166,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,7,29000,13,1994,금상로 134,True
5167,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,10,29500,3,1994,금상로 134,True
5168,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,11,29900,15,1994,금상로 134,True
5169,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,12,30000,5,1994,금상로 134,True
5170,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,14,32000,13,1994,금상로 134,True
5171,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,17,31800,6,1994,금상로 134,True
5172,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,17,29800,6,1994,금상로 134,True
5173,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,19,30200,5,1994,금상로 134,True
5174,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,19,30500,14,1994,금상로 134,True
5175,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,19,29800,11,1994,금상로 134,True
5176,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,23,32250,6,1994,금상로 134,True
5177,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,26,31900,2,1994,금상로 134,True
5178,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,28,26000,15,1994,금상로 134,True
5179,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,29,31200,10,1994,금상로 134,True
5180,경기도 성남중원구 상대원동,279-1,279,1,선경2차,49.98,201910,31,31500,5,1994,금상로 134,True
5218,경기도 성남중원구 은행동,550,550,0,은행주공,29.25,201910,10,29800,2,1987,산성대로552번길 15,True
5221,경기도 성남중원구 은행동,550,550,0,은행주공,29.25,201910,18,29500,1,1987,산성대로552번길 15,True
5225,경기도 성남중원구 은행동,550,550,0,은행주공2,39.72,201910,15,34000,4,1987,산성대로552번길 15,True
5226,경기도 성남중원구 은행동,550,550,0,은행주공2,39.72,201910,17,34000,1,1987,산성대로552번길 15,True
5258,경기도 성남중원구 하대원동,119,119,0,삼남,47.34,201910,12,23700,2,1986,둔촌대로217번길 11,True
5315,경기도 수원권선구 권선동,1304,1304,0,권선3지구주공3,49.58,201910,2,23000,18,2001,세권로 334,True
5317,경기도 수원권선구 권선동,1304,1304,0,권선3지구주공3,49.58,201910,9,22900,11,2001,세권로 334,True
5535,경기도 수원권선구 권선동,1362,1362,0,수원아이파크시티9단지,45.05,201910,2,28200,5,2017,동수원로177번길 90,True
6047,경기도 수원영통구 매탄동,897,897,0,매탄주공4,46.8,201910,9,46700,1,1985,인계로189번길 14,True
6091,경기도 수원영통구 매탄동,1199,1199,0,원천성일,49.94,201910,9,21000,10,1992,동탄원천로1109번길 42,True
6093,경기도 수원영통구 매탄동,1199,1199,0,원천성일,49.94,201910,12,21500,7,1992,동탄원천로1109번길 42,True
6095,경기도 수원영통구 매탄동,1199,1199,0,원천성일,49.94,201910,18,22200,8,1992,동탄원천로1109번길 42,True
6098,경기도 수원영통구 매탄동,1199,1199,0,원천성일,49.94,201910,26,20500,10,1992,동탄원천로1109번길 42,True
6099,경기도 수원영통구 매탄동,1199,1199,0,원천성일,49.94,201910,29,21000,6,1992,동탄원천로1109번길 42,True
6100,경기도 수원영통구 매탄동,1199,1199,0,원천성일,49.94,201910,31,20950,10,1992,동탄원천로1109번길 42,True
6140,경기도 수원영통구 매탄동,1282,1282,0,주공그린빌5,45.88,201910,4,21100,12,2002,동탄원천로881번길 35,True
6141,경기도 수원영통구 매탄동,1282,1282,0,주공그린빌5,45.88,201910,22,22800,11,2002,동탄원천로881번길 35,True
6142,경기도 수원영통구 매탄동,1282,1282,0,주공그린빌5,45.88,201910,22,22900,14,2002,동탄원천로881번길 35,True
6239,경기도 수원영통구 영통동,971-1,971,1,벽적골롯데,49.71,201910,4,24200,19,2002,덕영대로1555번길 20,True
6240,경기도 수원영통구 영통동,971-1,971,1,벽적골롯데,49.71,201910,11,23000,9,2002,덕영대로1555번길 20,True
6241,경기도 수원영통구 영통동,971-1,971,1,벽적골롯데,49.71,201910,22,22300,3,2002,덕영대로1555번길 20,True
6242,경기도 수원영통구 영통동,971-1,971,1,벽적골롯데,38.16,201910,29,20500,17,2002,덕영대로1555번길 20,True
6253,경기도 수원영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,49.59,201910,5,20800,18,1997,영통로290번길 26,True
6281,경기도 수원영통구 영통동,970-3,970,3,벽적골휴먼시아9단지,49.26,201910,22,23800,18,1999,봉영로1517번길 27,True
6406,경기도 수원영통구 영통동,1048-2,1048,2,청명마을(주공),49.76,201910,1,22700,5,1997,청명북로 81,True
6471,경기도 수원영통구 영통동,955-1,955,1,황골마을주공1,49.76,201910,5,20800,15,1997,영통로 498,True
6558,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,4,24500,4,1987,중부대로271번길 27-9,True
6559,경기도 수원영통구 원천동,35,35,0,주공,41.3,201910,5,20200,13,1987,중부대로271번길 27-9,True
6562,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,9,24500,11,1987,중부대로271번길 27-9,True
6563,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,11,25450,14,1987,중부대로271번길 27-9,True
6564,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,11,24500,15,1987,중부대로271번길 27-9,True
6565,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,12,23950,3,1987,중부대로271번길 27-9,True
6567,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,14,25000,12,1987,중부대로271번길 27-9,True
6568,경기도 수원영통구 원천동,35,35,0,주공,41.3,201910,15,20500,8,1987,중부대로271번길 27-9,True
6572,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,22,25800,12,1987,중부대로271번길 27-9,True
6573,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,25,25500,2,1987,중부대로271번길 27-9,True
6574,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,29,24350,15,1987,중부대로271번길 27-9,True
